Invoice_Line_Id,Invoice_Id,Contract__Description,Project_Id,Name,Invoice_Line_Number__c,sitetracker__Quantity__c,sitetracker__Unit_Price__c,Invoice_Amount__c,Total_Invoice_Amount__c,Invoice_Date__c,Invoice_Due_Date__c,Invoice_Status__c,Infinium_Project_Number__c,Budgeted_Quantity__c,Budget_Vendor_Pricing_Line__r.Name,Company_Code__c,Operating_Area__c,Account_Code_Lookup__r.Name,Cost_Center__c,Type__c,GL_Code__c,Cost_Category_Name__c,Cost_Code_Check__c,Invoice_Line_Amount_Check__c,No_Matching_Budget_Line__c,Pending_Invoices_Check__c,Quantity_Exceeds_Budget__c,LastModifiedDate,Unit_of_Measure__c
INVLN000076,INV000078,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000037,INVL-0479428,13,12.6,1,12.6,2482.5,2025-10-17 00:00:00,2025-12-16 00:00:00,Hold,4187406,-388,BVPL-262294,,,3441.004,,Engineering,164.000.3441.004.000.344,Mileage,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 06:12:56,Each
INVLN000077,INV000080,Synthetic Contract 1 - Construction Services Agreement,PRJ000038,INVL-0278843,1,1900,1,1900,1900,2025-08-06 00:00:00,2025-10-05 00:00:00,Hold,4206432,0,BVPL-264696,,,6232,182,Engineering,164.348.6232.000.182.344,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 01:55:57,Hours
INVLN000078,INV000178,Synthetic Contract 8 - Equipment Supply Agreement,PRJ000039,INVL-0473100,14,6,42.59,255.54,1362.88,2025-10-15 00:00:00,2025-11-29 00:00:00,Hold,5398753,0,BVPL-243745,,,6411,182,Engineering,151.338.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 05:58:15,Each
INVLN000079,INV000019,Synthetic Contract 8 - Equipment Supply Agreement,PRJ000040,INVL-0384979,8,4.12,42.59,175.47,1403.76,2025-09-17 00:00:00,2025-11-01 00:00:00,Hold,5389707,0,BVPL-243745,,,6411,182,Engineering,151.338.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 03:39:57,Each
INVLN000080,INV000085,Synthetic Contract 2 - Vendor Services Contract,PRJ000041,INVL-0512088,2,8,54.25,434,2170,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5396294,-5,,151,338,6411,182,Engineering,012.338.6411.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 08:19:09,Hours
INVLN000081,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000042,INVL-0501660,1,3,45,135,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4199489,-42,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000082,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000043,INVL-0501604,2,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4205314,-21,BVPL-241221,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000083,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000044,INVL-0501641,6,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4208272,-63,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000084,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000045,INVL-0501647,9,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4208946,-32,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000085,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000046,INVL-0501658,12,3,45,135,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210112,-8,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000086,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000047,INVL-0501663,13,3,45,135,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4201776,-55,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000087,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000048,INVL-0501666,14,4,45,180,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4206728,-30,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000088,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000046,INVL-0501687,18,5.5,45,247.5,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210112,-5,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000089,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000042,INVL-0441037,11,6,45,270,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4199489,-39,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000090,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000042,INVL-0441038,12,20.3,1,20.3,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4199489,-206,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000091,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000047,INVL-0441044,17,6,45,270,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4201776,-52,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000092,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000047,INVL-0441045,18,9.8,1,9.8,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4201776,-206,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000093,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000049,INVL-0441046,19,3,45,135,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4205315,-10,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000094,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000049,INVL-0441047,20,20.3,1,20.3,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4205315,-73,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000095,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000050,INVL-0441048,21,2,45,90,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4206736,-3,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000096,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000050,INVL-0441049,22,7,1,7,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4206736,-13,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000097,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000044,INVL-0441052,25,4,45,180,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4208272,-61,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000098,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000044,INVL-0441053,26,12.6,1,12.6,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4208272,-258,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000099,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000045,INVL-0441054,27,4,45,180,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4208946,-30,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000100,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000045,INVL-0441055,28,15.4,1,15.4,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4208946,-233,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000101,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000051,INVL-0441059,29,4,45,180,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4210068,0,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000102,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000051,INVL-0441060,30,23.1,1,23.1,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4210068,0,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000103,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000052,INVL-0441062,31,3,45,135,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4210092,0,BVPL-241221,,,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Hours
INVLN000104,INV000017,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000052,INVL-0441063,32,9.8,1,9.8,2685,2025-10-13 00:00:00,2025-12-12 00:00:00,Hold,4210092,0,BVPL-262294,,,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:20:31,Each
INVLN000105,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000043,INVL-0501715,23,18,0.7,12.6,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4205314,-130,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000106,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000044,INVL-0501716,24,19,0.7,13.3,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4208272,-252,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000107,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000045,INVL-0501717,25,12,0.7,8.4,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4208946,-236,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000108,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000046,INVL-0501719,26,23,0.7,16.1,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210112,-49,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000109,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000042,INVL-0501720,27,22,0.7,15.4,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4199489,-204,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000110,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000047,INVL-0501729,28,18,0.7,12.6,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4201776,-198,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000111,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000048,INVL-0501730,29,19,0.7,13.3,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4206728,-173,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000112,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000046,INVL-0501734,30,29,0.7,20.3,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210112,-43,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000113,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000053,INVL-0504116,33,2,45,90,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210055,0,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000114,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000054,INVL-0504117,34,6,45,270,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210100,0,,161,348,6411,182,Engineering,161.348.6411.000.182.344,L42A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000115,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000053,INVL-0504118,35,29,0.7,20.3,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210055,0,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000116,INV000157,Synthetic Contract 3 - Equipment Supply Agreement,PRJ000054,INVL-0504224,36,20,0.7,14,2685,2025-10-28 00:00:00,2025-12-27 00:00:00,Hold,4210100,0,,161,348,6411,182,Engineering,161.348.6411.000.182.344,Mileage,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 07:51:26,Each
INVLN000117,INV000050,Synthetic Contract 6 - Construction Services Agreement,PRJ000055,INVL-0521552,1,26,67.5,1755,1755,2025-11-02 00:00:00,2025-12-02 00:00:00,Hold,3298781,0,BVPL-008788,441,,6421,253,Field Work,441.318.6421.000.253.345,TA-10,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 08:33:56,Hours
INVLN000118,INV000158,Synthetic Contract 6 - Construction Services Agreement,PRJ000056,INVL-0478558,1,1,720,720,720,2025-10-17 00:00:00,2025-11-16 00:00:00,Hold,3293547,0,BVPL-104115,,,6421,231,Field Work,441.318.6421.000.231.345,2PFC,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 06:08:21,Each
INVLN000119,INV000005,Synthetic Contract 6 - Construction Services Agreement,PRJ000057,INVL-0480764,1,8.5,67.5,573.75,648.75,2025-10-17 00:00:00,2025-11-16 00:00:00,Hold,3296588,0,BVPL-008788,,,6421,233,Field Work,441.318.6421.000.233.345,TA-10,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 06:20:45,Each
INVLN000120,INV000005,Synthetic Contract 6 - Construction Services Agreement,PRJ000057,INVL-0480765,2,1,75,75,648.75,2025-10-17 00:00:00,2025-11-16 00:00:00,Hold,3296588,0,BVPL-191982,,,6421,233,Field Work,441.318.6421.000.233.345,6,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 06:20:45,Each
INVLN000121,INV000109,Synthetic Contract 6 - Construction Services Agreement,PRJ000058,INVL-0488128,1,11.5,67.5,776.25,776.25,2025-10-21 00:00:00,2025-11-20 00:00:00,Hold,3296121,0,BVPL-008788,,,6421,231,Field Work,441.318.6421.000.231.345,TA-10,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 06:47:56,Hours
INVLN000122,INV000171,Synthetic Contract 9 - Professional Services Contract,PRJ000059,INVL-0391252,1,9,242,2178,2178,2025-09-23 00:00:00,2025-11-07 00:00:00,Hold,3291497,-6,BVPL-098978,,,6421,253,Field Work,441.318.6421.000.253.345,HC206A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 03:52:16,Each
INVLN000123,INV000135,Synthetic Contract 10 - Service Agreement for Network Operations,PRJ000060,INVL-0418933,7,100,2.01,201,4268.09,2025-09-30 00:00:00,2025-11-29 00:00:00,Hold,2577876,0,,947,168,6421,231,Field Work,947.168.6421.000.231.345,NP47B,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:42:13,Feet
INVLN000124,INV000135,Synthetic Contract 10 - Service Agreement for Network Operations,PRJ000060,INVL-0418936,8,1,500,500,4268.09,2025-09-30 00:00:00,2025-11-29 00:00:00,Hold,2577876,0,,947,168,6421,231,Field Work,947.168.6421.000.231.345,NP71P,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:42:13,Each
INVLN000125,INV000135,Synthetic Contract 10 - Service Agreement for Network Operations,PRJ000060,INVL-0418938,9,5.68,1,5.68,4268.09,2025-09-30 00:00:00,2025-11-29 00:00:00,Hold,2577876,0,,947,168,6421,231,Contractor Provided Material,947.168.6421.000.231.505,NP71G,,FALSE,TRUE,TRUE,TRUE,2025-11-13 04:42:12,Each
INVLN000126,INV000145,Synthetic Contract 7 - Vendor Services Contract,PRJ000021,INVL-0429082,1,281.73,1,281.73,18636.16,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,3292946,-146643,,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:00:15,Each
INVLN000127,INV000145,Synthetic Contract 7 - Vendor Services Contract,PRJ000061,INVL-0429071,2,1126.65,1,1126.65,18636.16,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,3241806,0,BVPL-264499,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 05:00:15,Each
INVLN000128,INV000145,Synthetic Contract 7 - Vendor Services Contract,PRJ000062,INVL-0429072,3,887.44,1,887.44,18636.16,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,3292320,-38606,BVPL-265997,441,318,6421,253,Field Work,441.318.6421.000.253.345,HNDL,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:00:15,Each
INVLN000129,INV000145,Synthetic Contract 7 - Vendor Services Contract,PRJ000017,INVL-0429078,4,281.73,1,281.73,18636.16,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,3226396,0,,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 05:00:15,Each
INVLN000130,INV000145,Synthetic Contract 7 - Vendor Services Contract,PRJ000062,INVL-0429080,5,16058.61,1,16058.61,18636.16,2025-10-02 00:00:00,2025-11-16 00:00:00,Hold,3292320,-472052,,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:00:15,Each
INVLN000131,INV000165,Synthetic Contract 7 - Vendor Services Contract,PRJ000019,INVL-0408846,1,10,2.8,28,1928.5,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3226395,0,BVPL-277713,441,,6421,253,Field Work,441.318.6421.000.253.345,FP47B,1,TRUE,TRUE,TRUE,FALSE,2025-11-13 04:24:15,Each
INVLN000132,INV000165,Synthetic Contract 7 - Vendor Services Contract,PRJ000063,INVL-0408847,2,2,114,228,1928.5,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3278637,0,BVPL-277707,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP05A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:24:15,Each
INVLN000133,INV000165,Synthetic Contract 7 - Vendor Services Contract,PRJ000063,INVL-0408849,4,0.5,65,32.5,1928.5,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3278637,0,BVPL-277714,441,318,6421,253,Field Work,441.318.6421.000.253.345,FE30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:24:15,Hours
INVLN000134,INV000165,Synthetic Contract 7 - Vendor Services Contract,PRJ000063,INVL-0408850,5,0.5,80,40,1928.5,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3278637,0,BVPL-277712,441,318,6421,253,Field Work,441.318.6421.000.253.345,FL40A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:24:15,Hours
INVLN000135,INV000151,Synthetic Contract 7 - Vendor Services Contract,PRJ000024,INVL-0408897,1,468,1,468,858,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3259524,-921,BVPL-264499,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:25:59,Each
INVLN000136,INV000151,Synthetic Contract 7 - Vendor Services Contract,PRJ000024,INVL-0408898,2,46.8,1,46.8,858,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3259524,0,BVPL-265997,441,318,6421,253,Field Work,441.318.6421.000.253.345,HNDL,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:25:59,Each
INVLN000137,INV000151,Synthetic Contract 7 - Vendor Services Contract,PRJ000025,INVL-0408899,3,312,1,312,858,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3259525,0,,441,318,6421,253,Field Work,441.318.6421.000.253.345,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:25:59,Each
INVLN000138,INV000151,Synthetic Contract 7 - Vendor Services Contract,PRJ000025,INVL-0408901,4,31.2,1,31.2,858,2025-09-25 00:00:00,2025-11-09 00:00:00,Hold,3259525,0,,441,318,6421,253,Field Work,441.318.6421.000.253.345,HNDL,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:25:59,Each
INVLN000139,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000020,INVL-0412703,4,3,114,342,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3247665,-43,BVPL-277707,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP05A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Each
INVLN000140,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000062,INVL-0412704,5,1,87,87,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3292320,-47,BVPL-277716,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP11C,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Each
INVLN000141,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000062,INVL-0412705,6,12,2.8,33.6,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3292320,-298,BVPL-277713,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP47B,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Feet
INVLN000142,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000062,INVL-0412739,12,9,114,1026,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3292320,-5543,,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP05A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Each
INVLN000143,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000021,INVL-0412743,13,11,114,1254,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3292946,-2650,,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP05A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Each
INVLN000144,INV000069,Synthetic Contract 7 - Vendor Services Contract,PRJ000024,INVL-0412744,14,4,114,456,19537.82,2025-09-26 00:00:00,2025-11-10 00:00:00,Hold,3259524,-17,,441,318,6421,253,Field Work,441.318.6421.000.253.345,FP05A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:33:29,Each
INVLN000145,INV000156,Synthetic Contract 2 - Vendor Services Contract,PRJ000064,INVL-0428263,1,8,54.25,434,2170,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,5394094,0,BVPL-244699,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:57:41,Hours
INVLN000146,INV000156,Synthetic Contract 2 - Vendor Services Contract,PRJ000065,INVL-0428285,2,8,54.25,434,2170,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,5394320,0,,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:57:41,Hours
INVLN000147,INV000156,Synthetic Contract 2 - Vendor Services Contract,PRJ000066,INVL-0428286,3,8,54.25,434,2170,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,5394650,0,,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:57:41,Hours
INVLN000148,INV000084,Synthetic Contract 2 - Vendor Services Contract,PRJ000067,INVL-0361293,2,8,54.25,434,2170,2025-09-09 00:00:00,2025-11-08 00:00:00,Hold,5393722,0,,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 03:07:50,Hours
INVLN000149,INV000084,Synthetic Contract 2 - Vendor Services Contract,PRJ000068,INVL-0361295,3,8,54.25,434,2170,2025-09-09 00:00:00,2025-11-08 00:00:00,Hold,5327842,-8,,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 03:07:50,Hours
INVLN000150,INV000084,Synthetic Contract 2 - Vendor Services Contract,PRJ000069,INVL-0361298,4,8,54.25,434,2170,2025-09-09 00:00:00,2025-11-08 00:00:00,Hold,5392315,-8,,151,338,6421,182,Engineering,012.338.6421.000.182.344,L01E,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 03:07:50,Hours
INVLN000151,INV000091,Synthetic Contract 2 - Vendor Services Contract,PRJ000070,INVL-0362991,1,1,39.28,39.28,306.04,2025-09-09 00:00:00,2025-11-08 00:00:00,Committed,,0,BVPL-244669,151,338,6421,182,Engineering,151.338.6421.000.182.344,D99A,1,TRUE,TRUE,FALSE,TRUE,2025-11-13 14:23:27,Each
INVLN000152,INV000091,Synthetic Contract 2 - Vendor Services Contract,PRJ000070,INVL-0362992,2,1,179.26,179.26,306.04,2025-09-09 00:00:00,2025-11-08 00:00:00,Committed,,0,,151,338,6421,182,Engineering,151.338.6421.000.182.344,N99A,1,TRUE,TRUE,FALSE,TRUE,2025-11-13 14:23:27,Each
INVLN000153,INV000091,Synthetic Contract 2 - Vendor Services Contract,PRJ000070,INVL-0362993,3,2,43.75,87.5,306.04,2025-09-09 00:00:00,2025-11-08 00:00:00,Committed,,0,,151,338,6421,182,Engineering,151.338.6421.000.182.344,L42A,1,TRUE,TRUE,FALSE,TRUE,2025-11-13 14:23:27,Hours
